2,1,255,153,57,85,-1,-1,-1,-1
2,2,206,156,51,79,-1,-1,-1,-1
2,3,160,80,50,81,-1,-1,-1,-1
2,4,479,140,55,93,-1,-1,-1,-1
2,5,236,74,63,98,-1,-1,-1,-1
2,6,75,178,88,86,-1,-1,-1,-1
3,1,255,153,56,84,-1,-1,-1,-1
3,2,207,155,51,80,-1,-1,-1,-1
3,3,162,80,49,81,-1,-1,-1,-1
3,4,479,141,55,91,-1,-1,-1,-1
3,5,240,71,62,94,-1,-1,-1,-1
3,6,73,177,92,90,-1,-1,-1,-1
3,8,199,212,52,67,-1,-1,-1,-1
4,1,255,151,57,85,-1,-1,-1,-1
4,2,208,156,52,80,-1,-1,-1,-1
4,3,162,81,50,80,-1,-1,-1,-1
4,4,480,139,55,92,-1,-1,-1,-1
4,5,240,70,64,97,-1,-1,-1,-1
4,6,73,178,92,90,-1,-1,-1,-1
4,8,199,211,52,66,-1,-1,-1,-1
4,9,423,136,50,92,-1,-1,-1,-1
5,1,254,150,57,86,-1,-1,-1,-1
5,2,208,156,52,81,-1,-1,-1,-1
5,3,166,80,33,51,-1,-1,-1,-1
5,4,478,137,55,90,-1,-1,-1,-1
5,5,241,71,63,94,-1,-1,-1,-1
5,8,198,208,51,64,-1,-1,-1,-1
5,9,424,135,49,91,-1,-1,-1,-1
6,1,255,150,56,84,-1,-1,-1,-1
6,2,210,156,51,79,-1,-1,-1,-1
6,3,168,80,28,44,-1,-1,-1,-1
6,4,474,135,57,96,-1,-1,-1,-1
6,5,244,70,60,88,-1,-1,-1,-1
6,8,199,204,50,63,-1,-1,-1,-1
6,9,423,132,49,90,-1,-1,-1,-1
7,1,255,149,56,85,-1,-1,-1,-1
7,2,209,155,53,80,-1,-1,-1,-1
7,4,474,135,57,95,-1,-1,-1,-1
7,5,239,75,59,85,-1,-1,-1,-1
7,8,199,205,52,65,-1,-1,-1,-1
7,9,422,130,49,91,-1,-1,-1,-1
7,11,109,155,61,83,-1,-1,-1,-1
8,1,255,149,56,85,-1,-1,-1,-1
8,2,210,154,52,80,-1,-1,-1,-1
8,4,473,134,57,95,-1,-1,-1,-1
8,5,240,72,62,89,-1,-1,-1,-1
8,6,77,183,81,78,-1,-1,-1,-1
8,8,198,206,55,69,-1,-1,-1,-1
8,9,422,128,49,91,-1,-1,-1,-1
8,11,105,153,64,88,-1,-1,-1,-1
8,12,161,81,51,82,-1,-1,-1,-1
9,1,256,149,56,85,-1,-1,-1,-1
9,2,211,154,51,79,-1,-1,-1,-1
9,4,469,131,59,99,-1,-1,-1,-1
9,5,235,77,62,88,-1,-1,-1,-1
9,6,75,182,84,80,-1,-1,-1,-1
9,8,198,204,54,68,-1,-1,-1,-1
9,11,104,153,64,89,-1,-1,-1,-1
9,12,160,81,50,79,-1,-1,-1,-1
10,1,256,149,55,83,-1,-1,-1,-1
10,2,210,154,51,79,-1,-1,-1,-1
10,4,468,129,58,98,-1,-1,-1,-1
10,5,239,70,66,95,-1,-1,-1,-1
10,6,81,181,75,71,-1,-1,-1,-1
10,8,194,203,61,77,-1,-1,-1,-1
10,12,160,80,50,80,-1,-1,-1,-1
11,1,255,148,56,83,-1,-1,-1,-1
11,2,210,152,52,80,-1,-1,-1,-1
11,4,469,127,57,96,-1,-1,-1,-1
11,5,234,75,65,93,-1,-1,-1,-1
11,6,82,181,73,69,-1,-1,-1,-1
11,8,199,202,53,66,-1,-1,-1,-1
11,11,85,179,65,87,-1,-1,-1,-1
12,1,257,148,55,83,-1,-1,-1,-1
12,2,211,152,50,78,-1,-1,-1,-1
12,4,469,126,56,93,-1,-1,-1,-1
12,5,234,75,64,92,-1,-1,-1,-1
12,8,201,200,49,60,-1,-1,-1,-1
12,9,423,123,48,85,-1,-1,-1,-1
12,11,81,183,67,88,-1,-1,-1,-1
12,12,160,83,50,81,-1,-1,-1,-1
13,1,258,146,55,84,-1,-1,-1,-1
13,2,211,152,49,76,-1,-1,-1,-1
13,4,471,124,53,90,-1,-1,-1,-1
13,5,236,73,66,95,-1,-1,-1,-1
13,8,197,199,58,71,-1,-1,-1,-1
13,9,424,121,46,84,-1,-1,-1,-1
13,11,87,186,67,87,-1,-1,-1,-1
13,12,159,83,50,81,-1,-1,-1,-1
14,1,258,146,55,83,-1,-1,-1,-1
14,2,210,155,49,73,-1,-1,-1,-1
14,4,471,122,52,89,-1,-1,-1,-1
14,5,236,76,63,92,-1,-1,-1,-1
14,8,196,198,60,75,-1,-1,-1,-1
14,11,91,188,62,78,-1,-1,-1,-1
14,12,159,83,51,82,-1,-1,-1,-1
15,1,259,147,53,81,-1,-1,-1,-1
15,2,211,151,49,75,-1,-1,-1,-1
15,4,471,121,51,87,-1,-1,-1,-1
15,5,242,69,64,93,-1,-1,-1,-1
15,6,94,158,70,67,-1,-1,-1,-1
15,8,194,196,62,78,-1,-1,-1,-1
15,11,94,185,62,79,-1,-1,-1,-1
15,12,160,83,50,82,-1,-1,-1,-1
16,1,258,146,55,82,-1,-1,-1,-1
16,2,211,150,52,78,-1,-1,-1,-1
16,4,470,119,52,89,-1,-1,-1,-1
16,5,240,70,63,90,-1,-1,-1,-1
16,6,100,157,64,62,-1,-1,-1,-1
16,8,193,195,63,79,-1,-1,-1,-1
16,11,90,188,62,78,-1,-1,-1,-1
16,12,160,84,50,81,-1,-1,-1,-1
17,1,258,144,54,83,-1,-1,-1,-1
17,2,210,148,53,81,-1,-1,-1,-1
17,4,468,117,53,90,-1,-1,-1,-1
17,5,240,72,62,88,-1,-1,-1,-1
17,6,93,157,78,78,-1,-1,-1,-1
17,8,191,195,66,84,-1,-1,-1,-1
17,11,89,190,61,78,-1,-1,-1,-1
17,12,157,85,50,81,-1,-1,-1,-1
18,1,257,143,55,84,-1,-1,-1,-1
18,2,210,148,52,78,-1,-1,-1,-1
18,4,467,115,54,92,-1,-1,-1,-1
18,5,241,72,63,89,-1,-1,-1,-1
18,6,94,155,79,79,-1,-1,-1,-1
18,8,190,194,67,85,-1,-1,-1,-1
18,9,417,111,56,101,-1,-1,-1,-1
18,11,95,188,57,71,-1,-1,-1,-1
18,12,156,85,52,82,-1,-1,-1,-1
19,1,258,143,54,83,-1,-1,-1,-1
19,2,210,147,52,79,-1,-1,-1,-1
19,4,467,112,55,93,-1,-1,-1,-1
19,5,245,67,63,88,-1,-1,-1,-1
19,6,98,157,67,67,-1,-1,-1,-1
19,9,416,109,57,102,-1,-1,-1,-1
19,11,90,190,67,83,-1,-1,-1,-1
19,12,155,85,52,83,-1,-1,-1,-1
20,1,257,143,54,82,-1,-1,-1,-1
20,2,212,150,50,75,-1,-1,-1,-1
20,4,468,111,54,93,-1,-1,-1,-1
20,5,245,67,64,89,-1,-1,-1,-1
20,6,98,158,65,66,-1,-1,-1,-1
20,11,90,192,67,84,-1,-1,-1,-1
20,12,154,86,52,81,-1,-1,-1,-1
21,1,258,142,54,83,-1,-1,-1,-1
21,2,213,147,49,72,-1,-1,-1,-1
21,4,468,109,54,95,-1,-1,-1,-1
21,5,247,67,64,90,-1,-1,-1,-1
21,6,90,159,79,82,-1,-1,-1,-1
21,12,153,85,54,83,-1,-1,-1,-1
22,1,259,142,53,82,-1,-1,-1,-1
22,2,215,148,48,72,-1,-1,-1,-1
22,4,469,107,54,97,-1,-1,-1,-1
22,5,246,67,64,88,-1,-1,-1,-1
22,6,90,158,80,83,-1,-1,-1,-1
22,8,197,188,65,86,-1,-1,-1,-1
22,11,90,190,66,83,-1,-1,-1,-1
22,12,154,86,53,82,-1,-1,-1,-1
23,1,260,142,52,81,-1,-1,-1,-1
23,2,216,146,46,67,-1,-1,-1,-1
23,4,468,105,55,99,-1,-1,-1,-1
23,5,245,66,64,90,-1,-1,-1,-1
23,8,199,186,64,87,-1,-1,-1,-1
23,9,416,99,55,98,-1,-1,-1,-1
23,11,87,172,73,91,-1,-1,-1,-1
23,12,153,87,52,81,-1,-1,-1,-1
24,1,259,142,52,80,-1,-1,-1,-1
24,2,216,144,44,63,-1,-1,-1,-1
24,4,466,103,56,101,-1,-1,-1,-1
24,5,245,66,64,89,-1,-1,-1,-1
24,8,199,185,63,87,-1,-1,-1,-1
24,9,416,97,55,99,-1,-1,-1,-1
24,11,87,167,73,91,-1,-1,-1,-1
24,12,152,88,53,80,-1,-1,-1,-1
25,1,259,142,52,80,-1,-1,-1,-1
25,2,217,144,43,61,-1,-1,-1,-1
25,4,466,101,56,101,-1,-1,-1,-1
25,5,244,67,61,86,-1,-1,-1,-1
25,8,199,184,63,88,-1,-1,-1,-1
25,11,88,164,73,93,-1,-1,-1,-1
26,1,259,141,52,79,-1,-1,-1,-1
26,2,215,144,48,68,-1,-1,-1,-1
26,4,466,98,56,103,-1,-1,-1,-1
26,5,245,66,64,88,-1,-1,-1,-1
26,11,90,163,73,92,-1,-1,-1,-1
26,12,154,86,54,84,-1,-1,-1,-1
27,1,259,141,52,79,-1,-1,-1,-1
27,2,214,144,49,68,-1,-1,-1,-1
27,4,466,96,55,103,-1,-1,-1,-1
27,5,248,65,62,86,-1,-1,-1,-1
27,6,65,165,102,109,-1,-1,-1,-1
27,9,418,95,57,101,-1,-1,-1,-1
27,11,90,162,73,93,-1,-1,-1,-1
27,12,159,87,39,56,-1,-1,-1,-1
28,1,259,141,52,78,-1,-1,-1,-1
28,2,215,144,47,66,-1,-1,-1,-1
28,4,468,95,53,100,-1,-1,-1,-1
28,5,247,65,63,85,-1,-1,-1,-1
28,6,63,165,104,112,-1,-1,-1,-1
28,8,205,191,57,79,-1,-1,-1,-1
28,9,418,93,56,101,-1,-1,-1,-1
28,11,90,165,74,95,-1,-1,-1,-1
28,12,158,86,38,51,-1,-1,-1,-1
29,1,258,139,53,80,-1,-1,-1,-1
29,2,215,143,50,72,-1,-1,-1,-1
29,4,469,92,53,99,-1,-1,-1,-1
29,5,245,63,65,88,-1,-1,-1,-1
29,8,204,188,58,83,-1,-1,-1,-1
29,9,417,90,57,103,-1,-1,-1,-1
29,11,91,165,72,93,-1,-1,-1,-1
29,12,152,86,55,76,-1,-1,-1,-1
30,1,258,138,54,81,-1,-1,-1,-1
30,2,215,142,51,72,-1,-1,-1,-1
30,4,470,91,51,96,-1,-1,-1,-1
30,5,246,64,64,86,-1,-1,-1,-1
30,8,203,183,59,85,-1,-1,-1,-1
30,9,415,87,59,105,-1,-1,-1,-1
30,11,89,166,74,96,-1,-1,-1,-1
30,12,156,87,44,59,-1,-1,-1,-1
31,1,258,137,53,81,-1,-1,-1,-1
31,2,216,140,50,72,-1,-1,-1,-1
31,4,470,89,49,93,-1,-1,-1,-1
31,5,248,64,62,84,-1,-1,-1,-1
31,8,204,184,58,84,-1,-1,-1,-1
31,9,415,86,58,103,-1,-1,-1,-1
31,11,83,166,82,108,-1,-1,-1,-1
31,12,159,88,35,44,-1,-1,-1,-1
32,1,259,136,53,82,-1,-1,-1,-1
32,2,215,140,50,73,-1,-1,-1,-1
